5073211.58	5282999.32	5500497.58	5694765.02	5897947.79	6092691.73	6287708.64	6489002.32	6698099.76	6905889.32	7113392.35	7332185.21	7571942.84	7805397.87	8038140.19
5073211.58	5282999.32	5500497.58	5694765.02	5897947.79	6092691.73	6287708.64	6489002.32	6698099.76	6905889.32	7113392.35	7332185.21	7571942.84	7805397.87	8038140.19
5073211.58	5282999.32	5500497.58	5694765.02	5897947.79	6092691.73	6287708.64	6489002.32	6698099.76	6905889.32	7113392.35	7332185.21	7571942.84	7805397.87	8038140.19
3043926.4	3169799.53	3300298.38	3416859.23	3538768.53	3655614.49	3772625.4	3893401.68	4018860.14	4143533.13	4268035.3	4399311.48	4543165.72	4683238.99	4822884.01
3043926.4	3169799.53	3300298.38	3416859.23	3538768.53	3655614.49	3772625.4	3893401.68	4018860.14	4143533.13	4268035.3	4399311.48	4543165.72	4683238.99	4822884.01
4058568.92	4226399.4	4400397.48	4555811.79	4718358.22	4874153.32	5030167.4	5191201.92	5358479.95	5524711.74	5690713.17	5865747.7	6057554.06	6244319.01	6430512.13
6736291.66	6978329.27	7208863.27	7449272.83	7713339.4	7977384.65	8247856.2	8484528.74	8726273.52	8984735.92	9255318.9	9518661.41	9787297.08	10064515.69	10365851.15
6736291.66	6978329.27	7208863.27	7449272.83	7713339.4	7977384.65	8247856.2	8484528.74	8726273.52	8984735.92	9255318.9	9518661.41	9787297.08	10064515.69	10365851.15
6736291.66	6978329.27	7208863.27	7449272.83	7713339.4	7977384.65	8247856.2	8484528.74	8726273.52	8984735.92	9255318.9	9518661.41	9787297.08	10064515.69	10365851.15
2694516.43	2791331.05	2883545.06	2979709.34	3085335.55	3190954.05	3299142.27	3393812.04	3490509.65	3593894.27	3702127.49	3807464.65	3914919.14	4025806.07	4146340.4
4041773.94	4186997.77	4325317.9	4469564.26	4628003.73	4786430.83	4948713.43	5090717.06	5235763.36	5390841.14	5553191.23	5711196.71	5872378.67	6038709.62	6219510.71
5642261.63	5853768.94	6084757.22	6302105.19	6520668.87	6721328.18	6943213.33	7172381.1	7402145.8	7641790.14	7890591.15	8144519.21	8414885.99	8697153.17	8991797.46
3949582.56	4097638.58	4259329.85	4411473.65	4564468.39	4704929.44	4860249.11	5020667.14	5181501.99	5349253.39	5523413.61	5701162.85	5890420.31	6088007.33	6294257.92
2821130.6	2926884.48	3042378.77	3151052.72	3260334.38	3360664.01	3471606.1	3586190.57	3701072.47	3820895.47	3945295.53	4072259.14	4207443.05	4348576.74	4495898.57
2821130.6	2926884.48	3042378.77	3151052.72	3260334.38	3360664.01	3471606.1	3586190.57	3701072.47	3820895.47	3945295.53	4072259.14	4207443.05	4348576.74	4495898.57
22569045.85	23415075.93	24339029.32	25208422.4	26082676.15	26885312.47	27772852.46	28689524.34	29608582.12	30567161.4	31562366.01	32578075.47	33659543.49	34788611.73	35967190.7
7334940.01	7609899.81	7910184.32	8192737.49	8476869.18	8737726.5	9026177.52	9324095.6	9622789.3	9934327.43	10257768.98	10587874.72	10939351.8	11306299.25	11689336.92
2821130.6	2926884.48	3042378.77	3151052.72	3260334.38	3360664.01	3471606.1	3586190.57	3701072.47	3820895.47	3945295.53	4072259.14	4207443.05	4348576.74	4495898.57
2821130.6	2926884.48	3042378.77	3151052.72	3260334.38	3360664.01	3471606.1	3586190.57	3701072.47	3820895.47	3945295.53	4072259.14	4207443.05	4348576.74	4495898.57
2821130.6	2926884.48	3042378.77	3151052.72	3260334.38	3360664.01	3471606.1	3586190.57	3701072.47	3820895.47	3945295.53	4072259.14	4207443.05	4348576.74	4495898.57
2821130.6	2926884.48	3042378.77	3151052.72	3260334.38	3360664.01	3471606.1	3586190.57	3701072.47	3820895.47	3945295.53	4072259.14	4207443.05	4348576.74	4495898.57
2076952.57	2151710.51	2222893.75	2302239.89	2380704.04	2460528.11	2547079.28	2626864.27	2707366.27	2790012.36	2876294.38	2966065.08	3058755.18	3156005.54	3257343.83
16615619.99	17213682.4	17783149.55	18417918.53	19045633	19684226.23	20376638.65	21014911.45	21658926.58	22320101.82	23010357.65	23728523.02	24470045.46	25248042.2	26058748.42
3461587.26	3586183.72	3704822.82	3837066.3	3967840.15	4100880.78	4245133.62	4378106.29	4512276.26	4650021.28	4793824.37	4943442.74	5097926.19	5260008.6	5428905.71
6923175.18	7172367.68	7409645.69	7674132.88	7935680.59	8201760.65	8490266.43	8756213.22	9024552.15	9300042.33	9587649.35	9886884.28	10195851.73	10520017.74	10857812.05
18000255.02	18648155.29	19265079.01	19952744.77	20632768.85	21324578.79	22074692.18	22766153.86	23463836.11	24180110.46	24927887.23	25705900.32	26509215.23	27352046.22	28230310.53
2076952.57	2151710.51	2222893.75	2302239.89	2380704.04	2460528.11	2547079.28	2626864.27	2707366.27	2790012.36	2876294.38	2966065.08	3058755.18	3156005.54	3257343.83
7615492.61	7889604.35	8150609.56	8441546.22	8729248.17	9021937.12	9339292.83	9631834.25	9927007.9	10230046.96	10546413.65	10875572.83	11215437.32	11572019.32	11943592.47
8071918.44	8242992.73	8415837.01	8591992.96	8805681.3	9024256.12	9249287.21	9484313.01	9728410.33	9988078.11	10267576.1	10559151.93	10867176.66	11195023.34	11531673.45
12461715.1	12910261.1	13337362.18	13813438.83	14284224.76	14763169.76	15282479.16	15761183.69	16244194.38	16740076.59	17257767.88	17796392.24	18352533.84	18936031.94	19544060.94
54019761.46	55164641.76	56321370.71	57500260.65	58930323.69	60393095.73	61899073.84	63471939.8	65105513.09	66843294.13	68713778.66	70665095.6	72726491.54	74920539.72	77173510.06
5993634.83	6152604.09	6314002.14	6493685.96	6680638.63	6872301.85	7061810.85	7259459.43	7460345.47	7671448.88	7888519.13	8112573.13	8346398.84	8587710.58	8835052.03
5494165.18	5639887.25	5787835.63	5952545.42	6123919.77	6299609.5	6473325.98	6654504.31	6838649.69	7032161.5	7231142.81	7436525.42	7650865.69	7872068.18	8098797.56
10988331.07	11279775.29	11575671.1	11905090.82	12247838.52	12599220.32	12946653.31	13309008.84	13677300.32	14064322.98	14462284.71	14873051.76	15301731.47	15744135.36	16197595.48
3496286.93	3589018.96	3683167.71	3787983.59	3897039.16	4008843.21	4119389.01	4234684.83	4351868.33	4475011.42	4601636.45	4732333.89	4868732.88	5009497.74	5153779.99
2996817.88	3076301.97	3157001.33	3246842.42	3340320	3436150.69	3530904.94	3629730.11	3730173.21	3835724.23	3944259.66	4056287.01	4173200.01	4293855.17	4417525.53
10988331.07	11279775.29	11575671.1	11905090.82	12247838.52	12599220.32	12946653.31	13309008.84	13677300.32	14064322.98	14462284.71	14873051.76	15301731.47	15744135.36	16197595.48
3496286.93	3589018.96	3683167.71	3787983.59	3897039.16	4008843.21	4119389.01	4234684.83	4351868.33	4475011.42	4601636.45	4732333.89	4868732.88	5009497.74	5153779.99
3496286.93	3589018.96	3683167.71	3787983.59	3897039.16	4008843.21	4119389.01	4234684.83	4351868.33	4475011.42	4601636.45	4732333.89	4868732.88	5009497.74	5153779.99
