28	0	590	0	0	6	0	180	0	0	6178	632	0	42
7	0	3198	30	0	208	0	11	0	0	807	37	28	0
5	0	3323	160	7	0	60	452	0	0	1571	484	0	0
19	0	3342	160	0	0	0	179	0	0	660	320	0	0
31	0	0	0	3	0	0	204	0	0	120	0	0	30
0	0	4753	0	0	0	0	96	0	0	0	616	0	0
16	0	831	160	0	0	0	0	0	0	2232	316	0	77
0	0	1813	0	0	0	0	0	0	0	2834	0	0	0
91	0	1968	0	163	0	0	929	0	0	1825	365	0	0
31	0	582	0	0	0	0	20	0	0	1236	0	0	23
106	0	2864	160	47	100	0	0	0	0	4810	327	0	84
8	2729	260	0	91	2158	0	66	461	0	20	16	0	70
14	0	0	0	2	0	0	33	0	0	0	0	0	0
0	0	359	0	0	5492	0	0	0	0	0	300	0	20
10	0	1610	0	0	168	0	0	0	0	0	0	0	0
59	0	8835	1124	92	2829	0	0	0	0	1152	79	0	875
17	0	298	220	27	1799	0	0	0	0	4216	0	0	209
0	0	0	0	0	0	0	19	580	0	0	0	0	0
100	0	2857	957	21	0	0	0	0	1360	0	663	0	297
0	0	2300	0	0	0	0	0	0	0	0	0	0	0
0	0	0	160	0	2297	0	0	0	0	20	0	0	0
73	0	0	0	0	0	155	1325	0	0	0	0	0	0
356	0	5349	4	609	0	687	1928	0	0	854	13	0	13
37	0	0	6	306	2427	180	0	0	0	4884	0	0	0
67	0	2407	160	106	1110	0	0	0	0	1000	700	0	0
56	0	4227	0	13	0	0	0	0	0	63	693	0	393
96	0	1454	0	0	0	0	33	0	0	0	1300	0	0
30	0	0	0	0	0	649	187	0	0	0	0	0	9
0	2778	0	0	0	0	0	1520	0	0	0	0	0	0
34	0	1507	107	42	434	87	315	0	0	1788	27	0	13
1050	0	13419	1187	130	0	53	419	0	0	3895	2193	0	767
8	0	6571	160	7	220	0	485	0	0	0	2100	0	0
135	0	452	0	7	0	0	118	0	4329	0	0	0	0
126	0	1108	207	27	806	182	297	0	0	3150	66	0	5
19	0	0	0	0	0	0	1019	0	0	0	0	0	0
163	0	0	9	10	380	0	990	0	0	0	125	0	40
14	0	348	631	19	400	0	26	0	0	0	112	0	319
52	0	1430	2239	38	0	0	465	0	0	0	0	0	202
12	0	0	0	0	32	253	4771	0	0	120	0	0	0
0	0	0	0	0	10536	0	0	0	0	0	0	0	0
0	0	252	0	0	198	0	0	0	0	1000	114	0	47
41	0	2293	13	1	3554	0	0	0	0	1957	244	0	68
0	0	0	0	4	2	0	0	0	0	0	0	0	190
0	0	0	0	0	0	0	0	0	0	120	0	0	72
0	0	0	0	0	0	0	0	0	0	0	0	0	53
68	0	743	0	2	616	0	41	0	0	1	320	0	345
14	0	1424	0	0	860	60	0	0	0	146	0	0	27
41	0	2782	23	3	0	784	0	0	0	875	0	0	62
0	0	2952	0	0	0	0	0	0	0	1120	0	0	340
0	0	0	0	210	0	0	0	0	0	452	0	0	66
277.8	0	0	0	505.6	200	0	0	0	0	800	228	0	378
325.8	0	0	0	8	0	0	0	0	0	200	0	0	434
0	0	0	0	63	1	10	0	0	0	1	0	0	60

