0.850	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.2	0.6	0.2	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.2	0.6	0.2	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.2	0.6	0.2	0.6
0.85	0.8	0.75	0.8	0.7	0.36	0.8	0.61	0.85	0.775	0.19	0.6	0.19	0.6
0.85	0.8	0.75	0.8	0.7	0.33	0.8	0.61	0.85	0.775	0.19	0.6	0.19	0.6
0.85	0.8	0.75	0.8	0.7	0.33	0.8	0.61	0.85	0.775	0.19	0.6	0.19	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.21	0.6	0.21	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.2	0.6	0.2	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.2	0.6	0.2	0.6
0.85	0.8	0.75	0.8	0.7	0.36	0.8	0.61	0.85	0.775	0.21	0.6	0.21	0.6
0.85	0.8	0.75	0.8	0.7	0.36	0.8	0.61	0.85	0.775	0.21	0.6	0.21	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.18	0.6	0.18	0.6
0.85	0.8	0.75	0.8	0.7	0.39	0.8	0.61	0.85	0.775	0	0.6	0	0.6
0.85	0.8	0.75	0.8	0.7	0.39	0.8	0.61	0.85	0.775	0.17	0.6	0.17	0.6
0.85	0.8	0.75	0.8	0.7	0.44	0.8	0.61	0.85	0.775	0	0.6	0	0.6
0.85	0.8	0.75	0.8	0.7	0.38	0.8	0.61	0.85	0.775	0.19	0.6	0.19	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0.21	0.6	0.21	0.6
0.85	0.8	0.75	0.8	0.7	0.37	0.8	0.61	0.85	0.775	0	0.6	0	0.6
